x y
908.6889463629469 391.62901827865136
96.02761516563913 1102.758261152131
1007.274611940417 192.80683134280065
914.7229205822367 406.82150557078046
1197.7917013915408 808.2413415338394
1112.1421535541067 1193.5879562558748
991.2780958838339 195.86636673214628
1094.094768711018 1194.1834578137561
105.80630395714624 1097.3054396902758
884.5326293219152 405.8223132048092
1014.1354621767456 197.00363113036042
1195.2304038799602 803.31106685687
996.8235865299669 188.80584663368785
987.1898090789067 207.224212885927
1200.0288971529405 785.4020498435154
97.858365249331 1110.9914972618144
900.8755691358878 396.480893696173
1094.57105799255 1196.456979301571
906.1806852883354 376.96766936514683
1102.1021656817493 1203.097441994271
1204.2847432905173 793.8476147772334
1214.440081926062 800.8267105650494
1083.54795555756 1190.8403135431652
1195.7060090762195 796.8996222193692
1090.642461983371 1188.0620135554734
90.81173902395632 1122.0092822958545
1196.7556478122951 792.3334608875853
1114.5187336374083 1193.5516038283872
118.10877054717672 1092.3795248051679
1009.3656057398186 189.17024686092444
991.7010544173891 204.6024164770721
1005.958551260562 203.03264619535267
1021.8405035772668 210.349508437693
95.35507912347589 1097.0793691615854
905.1913598988367 414.3638566966735
104.88564399908293 1107.9317389689816
1197.3213325545275 797.9328264106073
101.28558804702722 1087.8227540674466
84.33024377149003 1100.296133622533
1100.279071568113 1195.136371431365
1194.4717541630162 815.6691698730888
98.2428533123337 1100.79237282432
1107.2909707370022 1188.9365898698047
996.4490139393666 209.02365533631692
889.1812510042072 406.3480275798914
1207.8581722138617 798.497307041655
1099.4308551514955 1185.236891332135
903.897119491242 391.78910995914254
894.3284572141739 388.6256468442348
899.2806547706247 399.75721047224175
