x y
1092.672638222341 504.8551592018626
599.8402624908352 1097.134314265994
1308.4715909343574 1306.2252521234434
102.75171541705974 87.43426201764841
1395.8512021725267 1194.1908757089861
1293.4921130370224 1295.5873932199322
1501.6226854800575 594.6007559497286
701.7360461605903 196.59480596816277
995.4778486642797 297.8875975147851
1103.3916153533698 495.2085105129255
500.70053326939865 694.6171726719477
1390.2475538271 1210.0068521010642
1002.8623989906695 297.8122395442502
910.0789765588869 796.0754328408838
499.41090116372817 688.0606152475502
604.6282059363169 1101.2704901172979
1411.7933980621117 1201.524688030501
695.8299276739715 205.80685245209426
497.99768077216567 684.1777619283816
595.8852123080479 1096.8553483194562
1505.5731197197797 594.520265035003
1502.8341763455846 598.6817048732017
88.56151156828466 103.08202059617004
699.5750607278637 197.2267352801174
690.4019609517729 193.88934532896465
1401.9786921028688 1195.513408004022
499.17213781486436 705.7050738279347
1295.9717013680395 1301.5580350028524
1499.0231322815866 590.4991253929745
704.226801674966 198.01096479106144
903.8058329387214 802.9978801796667
599.8199744904172 1097.8835080970491
895.2563657495539 794.1924285281922
807.690286076591 1489.5405250187619
1102.2323755732855 496.7147215506368
595.2761647634655 1100.2156390261791
985.5004088483718 302.0317727263384
804.9013320544939 1499.883384053155
609.2682565603424 1088.3883524623104
1295.092364228348 1282.5848537477777
1099.975948360511 501.1787646394647
115.29959986421423 84.529815179099
1004.6153627104704 307.3904305526764
905.1444021201625 808.3246970888416
809.6833809669406 1491.824682372935
1485.6647442627336 584.8352017522267
990.9570491269374 306.5921591111687
1108.834667052307 513.2539065459306
91.59854948141982 109.82810952753553
796.6348847328335 1483.977463065006
1314.4039783246533 1294.544866566542
104.53711002772219 97.16743385704747
1294.3784416449305 1312.93168121781
110.30005795674468 106.7403616322415
1313.7961827334013 1309.193563242046
87.59402502816096 91.08247182101964
805.2141551125341 1509.1599615341395
588.587303794712 1093.960792232094
1504.059544446312 587.0879470828504
480.9876421540778 693.4671641074324
1000.2265407835081 297.4948558164392
894.605260370618 804.6016971547112
889.6479101259858 809.6187196378418
496.8094372178883 712.7990888787792
584.801263589866 1108.7971060957702
796.3783816988442 1505.269771403382
89.70418893765087 102.42851183790957
993.830407688231 297.86713700892835
105.90511093648175 99.44611506289132
1008.2771994609593 296.70597936470665
1402.596194622314 1184.9346396178944
700.0044963666764 188.84948299006584
701.3061998109957 203.02852185768594
1486.2770957347616 592.5325030305447
821.0974665239793 1499.441864899778
809.7843329150661 1505.9934602433882
907.4608635507578 790.316289858604
1397.0513063153 1201.6847072748778
708.8395968610073 218.7257512304584
793.8429504427178 1493.8049276780669
909.040471609696 788.9942263711187
698.9651429063862 201.18448032418326
1088.6273905758676 499.3374364274705
1400.0494677571007 1209.8707836030987
1106.692336284572 502.5061711480238
1500.1988675575603 612.6684027572547
89.09679865908281 94.2772672875078
1097.5205978570748 485.3053125889832
882.8398763016803 800.8155580522983
1010.0413536697051 306.9101510836943
704.2083243760644 183.4918286090108
1305.7066298010866 1301.0694484546132
512.6603788308155 700.6309214045766
1116.2471862878938 499.5926589033569
1290.9247034354023 1291.6680614322256
512.4818167157474 708.1335826481319
604.3325702133848 1090.1152989954096
1483.4844128984034 603.8642432183451
1308.3399370380625 1311.5456797030056
1413.8105849357896 1194.757155710298
493.46975702834504 710.0637445591891
916.2739831678581 787.3974451857468
592.9986593028173 1108.318785760326
1106.7351460516584 491.79662313638573
1394.1928135595297 1179.5863734889783
489.27776854756667 682.880909181649
812.7288397986454 1513.374463821863
995.6776589199216 299.8757509907579
1394.7640365980972 1207.6827296248268
1508.6155167712943 606.0942829622772
